"project","SAM_code","samp_id","station","date","time","net_size_um","high_algae","high_detritus","high_silt","no_micro_tally","no_meso_tally","samp_num","tow","id_by","scope","mag","id_date","num_of_jars","num_of_vials","category","taxon","count","subsample","v1_ml","sub1_ml","v2_ml","sub2_ml","vsed_ml","comments"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"MICROZOOPLANKTON & NAUPLII","Trichocerca spp",2,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"MICROZOOPLANKTON & NAUPLII","Trichotria spp",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Acanthocyclops spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Acanthocyclops spp copepodid",4,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Cyclopoid UNID adult",2,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Cyclopoid UNID copepodite",204,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Diacyclops spp adult",1,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Ditrichocorycaeus affinis adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Ectocyclops spp adult",4,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Ergasilus spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Eucyclops spp adult",19,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Limnoithona sinensis adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Limnoithona spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Limnoithona spp copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Limnoithona tetraspina adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Macrocyclops spp adult",2,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Mesocyclops spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Microcyclops spp adult",21,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Oithona davisae adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Oithona similis adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Oithona spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Oithona spp copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Paracyclops spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CYCLOPOIDS","Tropocyclops spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Acartia spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Acartia spp copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Acartiella sinensis adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Acartiella sinensis copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Calanoid UNID adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Calanoid UNID copepodite",1,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Diaptomidae adult",1,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Diaptomidae copepodite",3,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Eurytemora affinis adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Eurytemora affinis copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Labidocera spp adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Labidocera spp copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Osphranticum labronectum adult",2,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Osphranticum spp copepodite",2,7,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Paracalanus parvus adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Paracalanus parvus copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Pseudodiaptomus euryhalinus adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Pseudodiaptomus forbesi adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Pseudodiaptomus forbesi copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Pseudodiaptomus marinus adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Pseudodiaptomus spp copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Sinocalanus doerrii adult",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
"YOLO",NA,"20221019_0842_SHR_ZOOP150","SHR",2022-10-19,08:42:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,2,NA,"TEC","Olympus SZX10","100x",2023-07-20,1,NA,"CALANOIDS","Sinocalanus doerrii copepodite",0,0,35,1,NA,NA,NA,"Total Count: 876    Could not concentrate sample further due to detritus, added extra subsamples to reach ~1000 organisms"
